Domain,Area,Element,Item,Year,Value
"Crops and livestock products","United States of America","Yield","String beans","1991","74338"
"Crops and livestock products","United States of America","Yield","String beans","1992","68053"
"Crops and livestock products","United States of America","Yield","String beans","1993","68459"
"Crops and livestock products","United States of America","Yield","String beans","1994","75052"
"Crops and livestock products","United States of America","Yield","String beans","1995","68237"
"Crops and livestock products","United States of America","Yield","String beans","1996","76019"
"Crops and livestock products","United States of America","Yield","String beans","1997","74214"
"Crops and livestock products","United States of America","Yield","String beans","1998","76301"
"Crops and livestock products","United States of America","Yield","String beans","1999","78403"
"Crops and livestock products","United States of America","Yield","String beans","2000","87425"
"Crops and livestock products","United States of America","Yield","String beans","2001","82434"
"Crops and livestock products","United States of America","Yield","String beans","2002","87604"
"Crops and livestock products","United States of America","Yield","String beans","2003","86360"
"Crops and livestock products","United States of America","Yield","String beans","2004","92457"
"Crops and livestock products","United States of America","Yield","String beans","2005","87509"
"Crops and livestock products","United States of America","Yield","String beans","2006","88796"
"Crops and livestock products","United States of America","Yield","String beans","2007","81932"
"Crops and livestock products","United States of America","Yield","String beans","2008","85352"
"Crops and livestock products","United States of America","Yield","String beans","2009","83919"
"Crops and livestock products","United States of America","Yield","String beans","2010","81136"
"Crops and livestock products","United States of America","Yield","String beans","2011","82271"
"Crops and livestock products","United States of America","Yield","String beans","2012","87405"
"Crops and livestock products","United States of America","Yield","String beans","2013","88453"
"Crops and livestock products","United States of America","Yield","String beans","2014","85396"
"Crops and livestock products","United States of America","Yield","String beans","2015","93783"
"Crops and livestock products","United States of America","Yield","String beans","2016","94647"
"Crops and livestock products","United States of America","Yield","String beans","2017","95530"
"Crops and livestock products","United States of America","Yield","String beans","2018","89035"
"Crops and livestock products","United States of America","Yield","String beans","2019","98286"
"Crops and livestock products","United States of America","Yield","String beans","2020","92303"
"Crops and livestock products","United States of America","Yield","String beans","2021","97871"
"Crops and livestock products","United States of America","Yield","Sugar beet","1961","368358"
"Crops and livestock products","United States of America","Yield","Sugar beet","1962","370620"
"Crops and livestock products","United States of America","Yield","Sugar beet","1963","420456"
"Crops and livestock products","United States of America","Yield","Sugar beet","1964","379862"
"Crops and livestock products","United States of America","Yield","Sugar beet","1965","370068"
"Crops and livestock products","United States of America","Yield","Sugar beet","1966","395361"
"Crops and livestock products","United States of America","Yield","Sugar beet","1967","386752"
"Crops and livestock products","United States of America","Yield","Sugar beet","1968","399058"
